Interaction ID,Customer ID,Category
INT306408,US00015535,Rebate Request
INT306409,US00015535,Profile Update
INT306410,US00015535,Service Order Request
INT306411,US00015535,Service Order Reschedule
INT306412,US00015535,Low Income Program Request
INT306413,US00015535,Payment Arrangement
INT306414,US00015535,Payment Arrangement
INT306415,US00015535,Switch Supplier
INT306416,US00015535,Rebate Request
INT306417,US00015535,Bill Correction
INT306418,US00015535,Payment Extension
INT306419,US00015536,Payment Extension
INT306420,US00015536,Switch Supplier
INT306421,US00015536,Move-In
INT306422,US00015536,Profile Update
INT306423,US00015536,Profile Update
INT306424,US00015536,Move-In
INT306425,US00015536,Service Order Request
INT306426,US00015536,Service Order Request
INT306427,US00015536,Bill Correction
INT306428,US00015536,High Bill
INT306429,US00015536,Budget Billing Enrollment
INT306430,US00015536,Meter Read Reported
INT306431,US00015536,Bill Correction
INT306432,US00015536,Low Income Program Request
INT306433,US00015536,Payment Arrangement
INT306434,US00015536,Service Order Request
INT306435,US00015536,Switch Supplier
INT306436,US00015537,Service Order Request
INT306437,US00015537,Move-In
INT306438,US00015537,Payment Arrangement
INT306439,US00015537,Service Order Reschedule
INT306440,US00015537,Service Order Reschedule
INT306441,US00015537,High Bill
INT306442,US00015537,Meter Read Reported
INT306443,US00015537,Switch Supplier
INT306444,US00015537,Service Order Reschedule
INT306445,US00015537,Low Income Program Request
INT306446,US00015537,Switch Supplier
INT306447,US00015538,High Bill
INT306448,US00015538,Rebate Request
INT306449,US00015538,Service Order Reschedule
INT306450,US00015538,Profile Update
INT306451,US00015538,Bill Correction
INT306452,US00015538,Rebate Request
INT306453,US00015538,Move-In
INT306454,US00015538,Payment Arrangement
INT306455,US00015538,Move-In
INT306456,US00015538,Low Income Program Request
INT306457,US00015539,Low Income Program Request
INT306458,US00015539,Payment Extension
INT306459,US00015539,Switch Supplier
INT306460,US00015539,Move-In
INT306461,US00015539,Payment Arrangement
INT306462,US00015539,Service Order Reschedule
INT306463,US00015539,Bill Correction
INT306464,US00015539,Budget Billing Enrollment
INT306465,US00015539,High Bill
INT306466,US00015539,Rebate Request
INT306467,US00015539,Budget Billing Enrollment
INT306468,US00015539,Profile Update
INT306469,US00015539,High Bill
INT306470,US00015539,Move-In
INT306471,US00015539,Budget Billing Enrollment
INT306472,US00015540,Service Order Reschedule
INT306473,US00015540,Rebate Request
INT306474,US00015540,Service Order Request
INT306475,US00015540,Budget Billing Enrollment
INT306476,US00015540,Payment Extension
INT306477,US00015540,Switch Supplier
INT306478,US00015540,Profile Update
INT306479,US00015540,Bill Correction
INT306480,US00015540,Switch Supplier
INT306481,US00015540,Low Income Program Request
INT306482,US00015541,Bill Correction
INT306483,US00015541,Move-In
INT306484,US00015541,High Bill
INT306485,US00015541,Bill Correction
INT306486,US00015541,High Bill
INT306487,US00015541,Payment Arrangement
INT306488,US00015541,Bill Correction
INT306489,US00015541,Service Order Reschedule
INT306490,US00015541,High Bill
INT306491,US00015541,Payment Extension
INT306492,US00015541,Payment Arrangement
INT306493,US00015541,Meter Read Reported
INT306494,US00015541,Profile Update
INT306495,US00015542,Service Order Request
INT306496,US00015542,Payment Extension
INT306497,US00015542,Low Income Program Request
INT306498,US00015542,Switch Supplier
INT306499,US00015542,Profile Update
INT306500,US00015542,Medical Certificate
INT306501,US00015542,Rebate Request
INT306502,US00015542,Low Income Program Request
INT306503,US00015542,Budget Billing Enrollment
INT306504,US00015542,Low Income Program Request
INT306505,US00015542,Budget Billing Enrollment
INT306506,US00015543,Transfer of Service
INT306507,US00015543,Profile Update
INT306508,US00015543,Switch Supplier
INT306509,US00015543,Service Order Request
INT306510,US00015543,Medical Certificate
INT306511,US00015543,Medical Certificate
INT306512,US00015543,Low Income Program Request
INT306513,US00015543,Low Income Program Request
INT306514,US00015543,Budget Billing Enrollment
INT306515,US00015544,Payment Arrangement
INT306516,US00015544,Service Order Reschedule
INT306517,US00015544,Profile Update
INT306518,US00015544,Low Income Program Request
INT306519,US00015544,Transfer of Service
INT306520,US00015544,High Bill
INT306521,US00015544,Service Order Request
INT306522,US00015544,Profile Update
INT306523,US00015544,Profile Update
INT306524,US00015544,Profile Update
INT306525,US00015544,Service Order Reschedule
INT306526,US00015544,Move-In
INT306527,US00015545,Switch Supplier
INT306528,US00015545,Switch Supplier
INT306529,US00015545,Medical Certificate
INT306530,US00015545,Bill Correction
INT306531,US00015545,Budget Billing Enrollment
INT306532,US00015545,Payment Extension
INT306533,US00015545,Payment Extension
INT306534,US00015545,Profile Update
INT306535,US00015545,Bill Correction
INT306536,US00015545,Move-In
INT306537,US00015545,Medical Certificate
INT306538,US00015545,Switch Supplier
INT306539,US00015546,High Bill
INT306540,US00015546,Switch Supplier
INT306541,US00015546,High Bill
INT306542,US00015546,Switch Supplier
INT306543,US00015546,Move-In
INT306544,US00015546,Payment Arrangement
INT306545,US00015546,Rebate Request
INT306546,US00015546,High Bill
INT306547,US00015546,Service Order Request
INT306548,US00015546,Transfer of Service
INT306549,US00015547,Service Order Request
INT306550,US00015547,Meter Read Reported
INT306551,US00015547,Payment Extension
INT306552,US00015547,Medical Certificate
INT306553,US00015547,Transfer of Service
INT306554,US00015547,Medical Certificate
INT306555,US00015547,Profile Update
INT306556,US00015547,Service Order Reschedule
INT306557,US00015547,Service Order Reschedule
INT306558,US00015547,Switch Supplier
INT306559,US00015547,Transfer of Service
INT306560,US00015547,Payment Arrangement
INT306561,US00015547,High Bill
INT306562,US00015548,High Bill
INT306563,US00015548,Rebate Request
INT306564,US00015548,Budget Billing Enrollment
INT306565,US00015548,High Bill
INT306566,US00015548,Payment Arrangement
INT306567,US00015548,Switch Supplier
INT306568,US00015548,High Bill
INT306569,US00015548,High Bill
INT306570,US00015548,Service Order Request
INT306571,US00015548,Payment Arrangement
INT306572,US00015549,High Bill
INT306573,US00015549,Low Income Program Request
INT306574,US00015549,Profile Update
INT306575,US00015549,Payment Extension
INT306576,US00015549,Payment Arrangement
INT306577,US00015549,Service Order Reschedule
INT306578,US00015549,Service Order Reschedule
INT306579,US00015549,Payment Extension
INT306580,US00015549,Medical Certificate
INT306581,US00015549,Medical Certificate
INT306582,US00015549,Payment Extension
INT306583,US00015549,Switch Supplier
INT306584,US00015549,Payment Arrangement
INT306585,US00015550,Rebate Request
INT306586,US00015550,Budget Billing Enrollment
INT306587,US00015550,Budget Billing Enrollment
INT306588,US00015550,Profile Update
INT306589,US00015550,Meter Read Reported
INT306590,US00015550,Bill Correction
INT306591,US00015550,Medical Certificate
INT306592,US00015550,Medical Certificate
INT306593,US00015551,Transfer of Service
INT306594,US00015551,Profile Update
INT306595,US00015551,Profile Update
INT306596,US00015551,High Bill
INT306597,US00015551,Service Order Request
INT306598,US00015551,Service Order Request
INT306599,US00015551,Switch Supplier
INT306600,US00015551,Payment Extension
INT306601,US00015551,Switch Supplier
INT306602,US00015551,Transfer of Service
INT306603,US00015551,Switch Supplier
INT306604,US00015551,High Bill
INT306605,US00015551,Service Order Request
INT306606,US00015552,Medical Certificate
INT306607,US00015552,Rebate Request
INT306608,US00015552,Budget Billing Enrollment
INT306609,US00015552,Budget Billing Enrollment
INT306610,US00015552,High Bill
INT306611,US00015552,Low Income Program Request
INT306612,US00015552,Profile Update
INT306613,US00015552,Service Order Request
INT306614,US00015552,Low Income Program Request
INT306615,US00015552,High Bill
INT306616,US00015553,Payment Arrangement
INT306617,US00015553,Payment Arrangement
INT306618,US00015553,Rebate Request
INT306619,US00015553,Profile Update
INT306620,US00015553,Transfer of Service
INT306621,US00015553,Payment Extension
INT306622,US00015553,Service Order Request
INT306623,US00015553,Service Order Request
INT306624,US00015553,Switch Supplier
INT306625,US00015554,Profile Update
INT306626,US00015554,Rebate Request
INT306627,US00015554,Meter Read Reported
INT306628,US00015554,Medical Certificate
INT306629,US00015554,Medical Certificate
INT306630,US00015554,Service Order Request
INT306631,US00015554,Low Income Program Request
INT306632,US00015554,Payment Arrangement
INT306633,US00015554,Payment Extension
INT306634,US00015554,Bill Correction
INT306635,US00015554,Move-In
INT306636,US00015554,High Bill
INT306637,US00015555,Move-In
INT306638,US00015555,Switch Supplier
INT306639,US00015555,Low Income Program Request
INT306640,US00015555,Low Income Program Request
INT306641,US00015555,Low Income Program Request
INT306642,US00015555,Service Order Reschedule
INT306643,US00015555,Payment Arrangement
INT306644,US00015555,Meter Read Reported
INT306645,US00015555,Budget Billing Enrollment
INT306646,US00015555,Transfer of Service
INT306647,US00015555,Transfer of Service
INT306648,US00015556,Payment Arrangement
INT306649,US00015556,Bill Correction
INT306650,US00015556,Switch Supplier
INT306651,US00015556,Service Order Reschedule
INT306652,US00015556,Transfer of Service
INT306653,US00015556,High Bill
INT306654,US00015556,Switch Supplier
INT306655,US00015556,Rebate Request
INT306656,US00015556,Transfer of Service
INT306657,US00015556,Low Income Program Request
INT306658,US00015556,Service Order Request
INT306659,US00015556,Payment Arrangement
INT306660,US00015557,Rebate Request
INT306661,US00015557,Service Order Reschedule
INT306662,US00015557,Payment Extension
INT306663,US00015557,Bill Correction
INT306664,US00015557,Profile Update
INT306665,US00015557,Switch Supplier
INT306666,US00015557,Profile Update
INT306667,US00015557,Budget Billing Enrollment
INT306668,US00015557,Payment Arrangement
INT306669,US00015557,Rebate Request
INT306670,US00015557,Bill Correction
INT306671,US00015557,High Bill
INT306672,US00015557,High Bill
INT306673,US00015558,Profile Update
INT306674,US00015558,Budget Billing Enrollment
INT306675,US00015558,Medical Certificate
INT306676,US00015558,Move-In
INT306677,US00015558,High Bill
INT306678,US00015558,Payment Extension
INT306679,US00015558,Medical Certificate
INT306680,US00015558,Low Income Program Request
INT306681,US00015558,Payment Extension
INT306682,US00015558,Medical Certificate
INT306683,US00015558,Bill Correction
INT306684,US00015558,Service Order Reschedule
INT306685,US00015558,Switch Supplier
INT306686,US00015559,Budget Billing Enrollment
INT306687,US00015559,High Bill
INT306688,US00015559,Bill Correction
INT306689,US00015559,Medical Certificate
INT306690,US00015559,Rebate Request
INT306691,US00015559,Bill Correction
INT306692,US00015559,Bill Correction
INT306693,US00015559,Move-In
INT306694,US00015559,Low Income Program Request
INT306695,US00015559,Budget Billing Enrollment
INT306696,US00015559,Move-In
INT306697,US00015560,Low Income Program Request
INT306698,US00015560,Switch Supplier
INT306699,US00015560,Move-In
INT306700,US00015560,Payment Arrangement
INT306701,US00015560,Service Order Reschedule
INT306702,US00015560,Profile Update
INT306703,US00015560,Budget Billing Enrollment
INT306704,US00015560,Budget Billing Enrollment
INT306705,US00015560,Bill Correction
INT306706,US00015560,Service Order Request
INT306707,US00015560,Medical Certificate
INT306708,US00015560,Bill Correction
INT306709,US00015561,Service Order Reschedule
INT306710,US00015561,Service Order Reschedule
INT306711,US00015561,Budget Billing Enrollment
INT306712,US00015561,Bill Correction
INT306713,US00015561,Low Income Program Request
INT306714,US00015561,Rebate Request
INT306715,US00015561,Transfer of Service
INT306716,US00015561,Meter Read Reported
INT306717,US00015561,Service Order Reschedule
INT306718,US00015561,Service Order Request
INT306719,US00015561,Meter Read Reported
INT306720,US00015561,High Bill
INT306721,US00015561,Rebate Request
INT306722,US00015561,Move-In
INT306723,US00015562,Move-In
INT306724,US00015562,Service Order Reschedule
INT306725,US00015562,Budget Billing Enrollment
INT306726,US00015562,Low Income Program Request
INT306727,US00015562,Bill Correction
INT306728,US00015562,Low Income Program Request
INT306729,US00015562,Medical Certificate
INT306730,US00015563,Meter Read Reported
INT306731,US00015563,Switch Supplier
INT306732,US00015563,Low Income Program Request
INT306733,US00015563,Medical Certificate
INT306734,US00015563,Switch Supplier
INT306735,US00015563,Service Order Request
INT306736,US00015563,Low Income Program Request
INT306737,US00015563,Low Income Program Request
INT306738,US00015563,Bill Correction
INT306739,US00015564,Medical Certificate
INT306740,US00015564,Profile Update
INT306741,US00015564,Transfer of Service
INT306742,US00015564,Transfer of Service
INT306743,US00015564,Transfer of Service
INT306744,US00015564,Budget Billing Enrollment
INT306745,US00015564,Low Income Program Request
INT306746,US00015564,Meter Read Reported
INT306747,US00015564,Profile Update
INT306748,US00015564,Service Order Request
INT306749,US00015564,Bill Correction
INT306750,US00015564,Profile Update
INT306751,US00015564,Move-In
INT306752,US00015564,Low Income Program Request
INT306753,US00015564,Profile Update
INT306754,US00015564,Move-In
INT306755,US00015565,Medical Certificate
INT306756,US00015565,Medical Certificate
INT306757,US00015565,Low Income Program Request
INT306758,US00015565,Profile Update
INT306759,US00015565,Service Order Request
INT306760,US00015565,Low Income Program Request
INT306761,US00015565,Payment Arrangement
INT306762,US00015565,Rebate Request
