Interaction ID,Customer ID,Channel,Happiness Score,Agent,Interaction_Count
INT310852,US00015902,Case,Neutral,Javier,3
INT310853,US00015902,Case,Happy,Kate,3
INT310854,US00015902,IVR,Neutral,,2
INT310855,US00015902,IVR,Very Unhappy,,2
INT310856,US00015903,Phone,Very Happy,Ashley,1
INT310857,US00015903,Email,Unhappy,Kate,3
INT310858,US00015903,Email,Very Happy,Kate,3
INT310859,US00015903,Email,Happy,Javier,3
INT310860,US00015903,SMS,Happy,,2
INT310861,US00015903,SMS,Very Happy,,2
INT310862,US00015903,Self-Service,Very Happy,,3
INT310863,US00015903,Self-Service,Happy,,3
INT310864,US00015903,Self-Service,Unhappy,,3
INT310865,US00015903,Case,Very Happy,Javier,3
INT310866,US00015903,Case,Neutral,Javier,3
INT310867,US00015903,Case,Very Unhappy,Kate,3
INT310868,US00015903,IVR,Happy,,3
INT310869,US00015903,IVR,Very Unhappy,,3
INT310870,US00015903,IVR,Very Happy,,3
INT310871,US00015904,Phone,Neutral,Kate,3
INT310872,US00015904,Phone,Unhappy,Ashley,3
INT310873,US00015904,Phone,Unhappy,Javier,3
INT310874,US00015904,Email,Happy,Kate,3
INT310875,US00015904,Email,Neutral,Javier,3
INT310876,US00015904,Email,Neutral,Javier,3
INT310877,US00015904,SMS,Very Happy,,3
INT310878,US00015904,SMS,Very Happy,,3
INT310879,US00015904,SMS,Happy,,3
INT310880,US00015904,Self-Service,Very Unhappy,,3
INT310881,US00015904,Self-Service,Very Happy,,3
INT310882,US00015904,Self-Service,Very Happy,,3
INT310883,US00015904,Case,Very Happy,Ashley,2
INT310884,US00015904,Case,Very Unhappy,Kate,2
INT310885,US00015904,IVR,Happy,,1
INT310886,US00015905,Phone,Happy,Kate,3
INT310887,US00015905,Phone,Very Happy,Kate,3
INT310888,US00015905,Phone,Very Happy,Kate,3
INT310889,US00015905,Email,Unhappy,Ashley,2
INT310890,US00015905,Email,Unhappy,Ashley,2
INT310891,US00015905,SMS,Very Happy,,3
INT310892,US00015905,SMS,Happy,,3
INT310893,US00015905,SMS,Very Happy,,3
INT310894,US00015905,Self-Service,Happy,,2
INT310895,US00015905,Self-Service,Happy,,2
INT310896,US00015905,Case,Very Happy,Javier,3
INT310897,US00015905,Case,Very Happy,Ashley,3
INT310898,US00015905,Case,Very Happy,Javier,3
INT310899,US00015905,IVR,Neutral,,1
INT310900,US00015906,Phone,Neutral,Ashley,1
INT310901,US00015906,Email,Happy,Javier,1
INT310902,US00015906,SMS,Unhappy,,2
INT310903,US00015906,SMS,Happy,,2
INT310904,US00015906,Self-Service,Very Happy,,2
INT310905,US00015906,Self-Service,Very Happy,,2
INT310906,US00015906,Case,Very Happy,Javier,3
INT310907,US00015906,Case,Very Unhappy,Javier,3
INT310908,US00015906,Case,Neutral,Kate,3
INT310909,US00015906,IVR,Very Unhappy,,3
INT310910,US00015906,IVR,Neutral,,3
INT310911,US00015906,IVR,Very Happy,,3
INT310912,US00015907,Phone,Happy,Ashley,1
INT310913,US00015907,Email,Neutral,Javier,2
INT310914,US00015907,Email,Happy,Kate,2
INT310915,US00015907,SMS,Neutral,,2
INT310916,US00015907,SMS,Unhappy,,2
INT310917,US00015907,Self-Service,Happy,,2
INT310918,US00015907,Self-Service,Happy,,2
INT310919,US00015907,Case,Neutral,Ashley,2
INT310920,US00015907,Case,Happy,Ashley,2
INT310921,US00015907,IVR,Happy,,3
INT310922,US00015907,IVR,Happy,,3
INT310923,US00015907,IVR,Neutral,,3
INT310924,US00015908,Phone,Happy,Kate,2
INT310925,US00015908,Phone,Unhappy,Javier,2
INT310926,US00015908,Email,Neutral,Kate,2
INT310927,US00015908,Email,Neutral,Kate,2
INT310928,US00015908,SMS,Very Happy,,3
INT310929,US00015908,SMS,Unhappy,,3
INT310930,US00015908,SMS,Very Unhappy,,3
INT310931,US00015908,Self-Service,Unhappy,,1
INT310932,US00015908,Case,Happy,Kate,2
INT310933,US00015908,Case,Very Unhappy,Javier,2
INT310934,US00015908,IVR,Very Happy,,1
INT310935,US00015909,Phone,Happy,Javier,2
INT310936,US00015909,Phone,Happy,Javier,2
INT310937,US00015909,Email,Very Unhappy,Ashley,2
INT310938,US00015909,Email,Neutral,Ashley,2
INT310939,US00015909,SMS,Very Unhappy,,1
INT310940,US00015909,Self-Service,Neutral,,3
INT310941,US00015909,Self-Service,Happy,,3
INT310942,US00015909,Self-Service,Neutral,,3
INT310943,US00015909,Case,Very Happy,Kate,3
INT310944,US00015909,Case,Neutral,Javier,3
INT310945,US00015909,Case,Neutral,Javier,3
INT310946,US00015909,IVR,Unhappy,,2
INT310947,US00015909,IVR,Happy,,2
INT310948,US00015910,Phone,Very Happy,Javier,1
INT310949,US00015910,Email,Unhappy,Javier,2
INT310950,US00015910,Email,Unhappy,Javier,2
INT310951,US00015910,SMS,Unhappy,,3
INT310952,US00015910,SMS,Unhappy,,3
INT310953,US00015910,SMS,Unhappy,,3
INT310954,US00015910,Self-Service,Happy,,3
INT310955,US00015910,Self-Service,Happy,,3
INT310956,US00015910,Self-Service,Very Happy,,3
INT310957,US00015910,Case,Very Happy,Javier,1
INT310958,US00015910,IVR,Unhappy,,1
INT310959,US00015911,Phone,Unhappy,Ashley,3
INT310960,US00015911,Phone,Very Happy,Kate,3
INT310961,US00015911,Phone,Happy,Ashley,3
INT310962,US00015911,Email,Unhappy,Ashley,1
INT310963,US00015911,SMS,Unhappy,,1
INT310964,US00015911,Self-Service,Unhappy,,1
INT310965,US00015911,Case,Happy,Javier,1
INT310966,US00015911,IVR,Neutral,,1
INT310967,US00015912,Phone,Neutral,Ashley,1
INT310968,US00015912,Email,Happy,Ashley,3
INT310969,US00015912,Email,Happy,Kate,3
INT310970,US00015912,Email,Happy,Javier,3
INT310971,US00015912,SMS,Neutral,,1
INT310972,US00015912,Self-Service,Very Happy,,2
INT310973,US00015912,Self-Service,Happy,,2
INT310974,US00015912,Case,Happy,Kate,1
INT310975,US00015912,IVR,Neutral,,3
INT310976,US00015912,IVR,Very Happy,,3
INT310977,US00015912,IVR,Neutral,,3
INT310978,US00015913,Phone,Very Happy,Javier,3
INT310979,US00015913,Phone,Very Happy,Ashley,3
INT310980,US00015913,Phone,Happy,Ashley,3
INT310981,US00015913,Email,Very Happy,Kate,2
INT310982,US00015913,Email,Very Happy,Ashley,2
INT310983,US00015913,SMS,Neutral,,1
INT310984,US00015913,Self-Service,Very Happy,,3
INT310985,US00015913,Self-Service,Neutral,,3
INT310986,US00015913,Self-Service,Happy,,3
INT310987,US00015913,Case,Very Happy,Kate,1
INT310988,US00015913,IVR,Happy,,3
INT310989,US00015913,IVR,Neutral,,3
INT310990,US00015913,IVR,Very Happy,,3
INT310991,US00015914,Phone,Very Unhappy,Kate,3
INT310992,US00015914,Phone,Happy,Javier,3
INT310993,US00015914,Phone,Very Happy,Ashley,3
INT310994,US00015914,Email,Unhappy,Javier,3
INT310995,US00015914,Email,Very Happy,Kate,3
INT310996,US00015914,Email,Unhappy,Kate,3
INT310997,US00015914,SMS,Unhappy,,1
INT310998,US00015914,Self-Service,Very Happy,,3
INT310999,US00015914,Self-Service,Neutral,,3
INT311000,US00015914,Self-Service,Very Unhappy,,3
INT311001,US00015914,Case,Happy,Kate,3
INT311002,US00015914,Case,Very Happy,Kate,3
INT311003,US00015914,Case,Neutral,Kate,3
INT311004,US00015914,IVR,Happy,,3
INT311005,US00015914,IVR,Neutral,,3
INT311006,US00015914,IVR,Very Happy,,3
INT311007,US00015915,Phone,Very Unhappy,Kate,2
INT311008,US00015915,Phone,Happy,Ashley,2
INT311009,US00015915,Email,Neutral,Javier,2
INT311010,US00015915,Email,Very Happy,Ashley,2
INT311011,US00015915,SMS,Happy,,3
INT311012,US00015915,SMS,Neutral,,3
INT311013,US00015915,SMS,Happy,,3
INT311014,US00015915,Self-Service,Happy,,2
INT311015,US00015915,Self-Service,Happy,,2
INT311016,US00015915,Case,Happy,Javier,3
INT311017,US00015915,Case,Happy,Javier,3
INT311018,US00015915,Case,Very Unhappy,Javier,3
INT311019,US00015915,IVR,Neutral,,3
INT311020,US00015915,IVR,Very Unhappy,,3
INT311021,US00015915,IVR,Happy,,3
INT311022,US00015916,Phone,Happy,Ashley,1
INT311023,US00015916,Email,Happy,Javier,1
INT311024,US00015916,SMS,Unhappy,,3
INT311025,US00015916,SMS,Very Happy,,3
INT311026,US00015916,SMS,Happy,,3
INT311027,US00015916,Self-Service,Happy,,1
INT311028,US00015916,Case,Happy,Javier,2
INT311029,US00015916,Case,Unhappy,Javier,2
INT311030,US00015916,IVR,Unhappy,,3
INT311031,US00015916,IVR,Neutral,,3
INT311032,US00015916,IVR,Very Happy,,3
INT311033,US00015917,Phone,Neutral,Javier,3
INT311034,US00015917,Phone,Happy,Kate,3
INT311035,US00015917,Phone,Happy,Ashley,3
INT311036,US00015917,Email,Happy,Kate,1
INT311037,US00015917,SMS,Very Happy,,1
INT311038,US00015917,Self-Service,Very Happy,,2
INT311039,US00015917,Self-Service,Very Happy,,2
INT311040,US00015917,Case,Unhappy,Javier,2
INT311041,US00015917,Case,Very Happy,Javier,2
INT311042,US00015917,IVR,Happy,,1
INT311043,US00015918,Phone,Neutral,Kate,1
INT311044,US00015918,Email,Very Happy,Javier,1
INT311045,US00015918,SMS,Very Happy,,3
INT311046,US00015918,SMS,Very Happy,,3
INT311047,US00015918,SMS,Very Unhappy,,3
INT311048,US00015918,Self-Service,Very Happy,,2
INT311049,US00015918,Self-Service,Very Unhappy,,2
INT311050,US00015918,Case,Happy,Kate,2
INT311051,US00015918,Case,Very Happy,Ashley,2
INT311052,US00015918,IVR,Unhappy,,3
INT311053,US00015918,IVR,Neutral,,3
INT311054,US00015918,IVR,Happy,,3
INT311055,US00015919,Phone,Very Unhappy,Javier,1
INT311056,US00015919,Email,Happy,Javier,2
INT311057,US00015919,Email,Happy,Ashley,2
INT311058,US00015919,SMS,Neutral,,3
INT311059,US00015919,SMS,Neutral,,3
INT311060,US00015919,SMS,Unhappy,,3
INT311061,US00015919,Self-Service,Unhappy,,1
INT311062,US00015919,Case,Very Unhappy,Javier,2
INT311063,US00015919,Case,Very Unhappy,Kate,2
INT311064,US00015919,IVR,Unhappy,,2
INT311065,US00015919,IVR,Unhappy,,2
INT311066,US00015920,Phone,Happy,Kate,3
INT311067,US00015920,Phone,Unhappy,Javier,3
INT311068,US00015920,Phone,Happy,Javier,3
INT311069,US00015920,Email,Happy,Ashley,3
INT311070,US00015920,Email,Neutral,Ashley,3
INT311071,US00015920,Email,Very Unhappy,Kate,3
INT311072,US00015920,SMS,Happy,,3
INT311073,US00015920,SMS,Very Happy,,3
INT311074,US00015920,SMS,Happy,,3
INT311075,US00015920,Self-Service,Very Happy,,3
INT311076,US00015920,Self-Service,Happy,,3
INT311077,US00015920,Self-Service,Neutral,,3
INT311078,US00015920,Case,Happy,Ashley,1
INT311079,US00015920,IVR,Happy,,1
INT311080,US00015921,Phone,Happy,Javier,1
INT311081,US00015921,Email,Unhappy,Kate,1
INT311082,US00015921,SMS,Happy,,3
INT311083,US00015921,SMS,Very Happy,,3
INT311084,US00015921,SMS,Neutral,,3
INT311085,US00015921,Self-Service,Happy,,3
INT311086,US00015921,Self-Service,Very Unhappy,,3
INT311087,US00015921,Self-Service,Very Happy,,3
INT311088,US00015921,Case,Very Unhappy,Kate,1
INT311089,US00015921,IVR,Very Happy,,2
INT311090,US00015921,IVR,Happy,,2
INT311091,US00015922,Phone,Very Happy,Javier,1
INT311092,US00015922,Email,Very Unhappy,Javier,3
INT311093,US00015922,Email,Happy,Javier,3
INT311094,US00015922,Email,Neutral,Javier,3
INT311095,US00015922,SMS,Very Happy,,2
INT311096,US00015922,SMS,Neutral,,2
INT311097,US00015922,Self-Service,Unhappy,,2
INT311098,US00015922,Self-Service,Unhappy,,2
INT311099,US00015922,Case,Happy,Kate,2
INT311100,US00015922,Case,Neutral,Javier,2
INT311101,US00015922,IVR,Unhappy,,1
INT311102,US00015923,Phone,Happy,Kate,2
INT311103,US00015923,Phone,Very Happy,Ashley,2
INT311104,US00015923,Email,Very Unhappy,Ashley,2
INT311105,US00015923,Email,Neutral,Javier,2
INT311106,US00015923,SMS,Very Happy,,3
INT311107,US00015923,SMS,Happy,,3
INT311108,US00015923,SMS,Very Happy,,3
INT311109,US00015923,Self-Service,Happy,,2
INT311110,US00015923,Self-Service,Happy,,2
INT311111,US00015923,Case,Neutral,Javier,2
INT311112,US00015923,Case,Happy,Javier,2
INT311113,US00015923,IVR,Unhappy,,1
INT311114,US00015924,Phone,Unhappy,Javier,2
INT311115,US00015924,Phone,Happy,Javier,2
INT311116,US00015924,Email,Happy,Ashley,3
INT311117,US00015924,Email,Very Unhappy,Javier,3
INT311118,US00015924,Email,Neutral,Ashley,3
INT311119,US00015924,SMS,Happy,,3
INT311120,US00015924,SMS,Happy,,3
INT311121,US00015924,SMS,Happy,,3
INT311122,US00015924,Self-Service,Happy,,2
INT311123,US00015924,Self-Service,Very Unhappy,,2
INT311124,US00015924,Case,Very Happy,Kate,1
INT311125,US00015924,IVR,Neutral,,2
INT311126,US00015924,IVR,Happy,,2
INT311127,US00015925,Phone,Very Happy,Kate,3
INT311128,US00015925,Phone,Happy,Ashley,3
INT311129,US00015925,Phone,Very Happy,Ashley,3
INT311130,US00015925,Email,Happy,Ashley,2
INT311131,US00015925,Email,Unhappy,Kate,2
INT311132,US00015925,SMS,Happy,,2
INT311133,US00015925,SMS,Very Happy,,2
INT311134,US00015925,Self-Service,Very Happy,,1
INT311135,US00015925,Case,Very Happy,Javier,2
INT311136,US00015925,Case,Very Happy,Kate,2
INT311137,US00015925,IVR,Very Unhappy,,3
INT311138,US00015925,IVR,Neutral,,3
INT311139,US00015925,IVR,Neutral,,3
INT311140,US00015926,Phone,Happy,Kate,3
INT311141,US00015926,Phone,Happy,Ashley,3
INT311142,US00015926,Phone,Very Unhappy,Kate,3
INT311143,US00015926,Email,Happy,Kate,1
INT311144,US00015926,SMS,Neutral,,2
INT311145,US00015926,SMS,Happy,,2
INT311146,US00015926,Self-Service,Happy,,3
INT311147,US00015926,Self-Service,Unhappy,,3
INT311148,US00015926,Self-Service,Very Unhappy,,3
INT311149,US00015926,Case,Very Happy,Ashley,3
INT311150,US00015926,Case,Happy,Ashley,3
INT311151,US00015926,Case,Very Happy,Ashley,3
INT311152,US00015926,IVR,Happy,,2
INT311153,US00015926,IVR,Very Happy,,2
INT311154,US00015927,Phone,Very Happy,Javier,3
INT311155,US00015927,Phone,Very Happy,Javier,3
INT311156,US00015927,Phone,Happy,Ashley,3
INT311157,US00015927,Email,Happy,Kate,2
INT311158,US00015927,Email,Very Happy,Javier,2
INT311159,US00015927,SMS,Happy,,2
INT311160,US00015927,SMS,Unhappy,,2
INT311161,US00015927,Self-Service,Happy,,3
INT311162,US00015927,Self-Service,Unhappy,,3
INT311163,US00015927,Self-Service,Very Happy,,3
INT311164,US00015927,Case,Happy,Ashley,2
INT311165,US00015927,Case,Very Happy,Javier,2
INT311166,US00015927,IVR,Unhappy,,1
INT311167,US00015928,Phone,Unhappy,Javier,2
INT311168,US00015928,Phone,Very Happy,Ashley,2
INT311169,US00015928,Email,Very Happy,Ashley,3
INT311170,US00015928,Email,Happy,Kate,3
INT311171,US00015928,Email,Unhappy,Javier,3
INT311172,US00015928,SMS,Neutral,,1
INT311173,US00015928,Self-Service,Very Happy,,3
INT311174,US00015928,Self-Service,Unhappy,,3
INT311175,US00015928,Self-Service,Neutral,,3
INT311176,US00015928,Case,Happy,Javier,3
INT311177,US00015928,Case,Very Unhappy,Kate,3
INT311178,US00015928,Case,Neutral,Ashley,3
INT311179,US00015928,IVR,Happy,,3
INT311180,US00015928,IVR,Very Happy,,3
INT311181,US00015928,IVR,Happy,,3
INT311182,US00015929,Phone,Happy,Javier,2
INT311183,US00015929,Phone,Very Happy,Kate,2
INT311184,US00015929,Email,Happy,Javier,1
INT311185,US00015929,SMS,Very Happy,,2
INT311186,US00015929,SMS,Unhappy,,2
INT311187,US00015929,Self-Service,Very Happy,,2
INT311188,US00015929,Self-Service,Neutral,,2
INT311189,US00015929,Case,Happy,Javier,2
INT311190,US00015929,Case,Very Happy,Javier,2
INT311191,US00015929,IVR,Neutral,,1
INT311192,US00015930,Phone,Happy,Ashley,2
INT311193,US00015930,Phone,Happy,Kate,2
INT311194,US00015930,Email,Unhappy,Javier,2
INT311195,US00015930,Email,Very Unhappy,Kate,2
INT311196,US00015930,SMS,Very Happy,,2
INT311197,US00015930,SMS,Happy,,2
INT311198,US00015930,Self-Service,Happy,,2
INT311199,US00015930,Self-Service,Very Happy,,2
INT311200,US00015930,Case,Very Happy,Javier,3
INT311201,US00015930,Case,Very Unhappy,Javier,3
INT311202,US00015930,Case,Unhappy,Kate,3
INT311203,US00015930,IVR,Unhappy,,2
INT311204,US00015930,IVR,Very Unhappy,,2
INT311205,US00015931,Phone,Happy,Kate,3
INT311206,US00015931,Phone,Very Happy,Ashley,3
INT311207,US00015931,Phone,Happy,Ashley,3
INT311208,US00015931,Email,Neutral,Javier,3
INT311209,US00015931,Email,Neutral,Ashley,3
INT311210,US00015931,Email,Happy,Kate,3
INT311211,US00015931,SMS,Unhappy,,1
INT311212,US00015931,Self-Service,Very Happy,,2
INT311213,US00015931,Self-Service,Very Happy,,2
INT311214,US00015931,Case,Happy,Ashley,3
INT311215,US00015931,Case,Unhappy,Javier,3
INT311216,US00015931,Case,Unhappy,Kate,3
INT311217,US00015931,IVR,Happy,,2
INT311218,US00015931,IVR,Very Happy,,2
INT311219,US00015932,Phone,Unhappy,Javier,2
INT311220,US00015932,Phone,Unhappy,Kate,2
INT311221,US00015932,Email,Neutral,Javier,3
INT311222,US00015932,Email,Neutral,Ashley,3
INT311223,US00015932,Email,Neutral,Ashley,3
INT311224,US00015932,SMS,Neutral,,2
INT311225,US00015932,SMS,Neutral,,2
INT311226,US00015932,Self-Service,Very Happy,,3
INT311227,US00015932,Self-Service,Very Happy,,3
INT311228,US00015932,Self-Service,Very Happy,,3
INT311229,US00015932,Case,Neutral,Javier,2
INT311230,US00015932,Case,Happy,Kate,2
INT311231,US00015932,IVR,Happy,,3
INT311232,US00015932,IVR,Neutral,,3
INT311233,US00015932,IVR,Happy,,3
INT311234,US00015933,Phone,Neutral,Javier,1
INT311235,US00015933,Email,Happy,Ashley,2
INT311236,US00015933,Email,Very Happy,Kate,2
INT311237,US00015933,SMS,Neutral,,1
INT311238,US00015933,Self-Service,Very Happy,,2
INT311239,US00015933,Self-Service,Very Happy,,2
INT311240,US00015933,Case,Very Unhappy,Javier,2
INT311241,US00015933,Case,Very Happy,Kate,2
INT311242,US00015933,IVR,Very Happy,,3
INT311243,US00015933,IVR,Very Unhappy,,3
INT311244,US00015933,IVR,Very Happy,,3
INT311245,US00015934,Phone,Happy,Ashley,1
INT311246,US00015934,Email,Neutral,Javier,2
INT311247,US00015934,Email,Happy,Javier,2
INT311248,US00015934,SMS,Happy,,1
INT311249,US00015934,Self-Service,Unhappy,,1
INT311250,US00015934,Case,Unhappy,Javier,2
INT311251,US00015934,Case,Unhappy,Javier,2
INT311252,US00015934,IVR,Very Happy,,1
INT311253,US00015935,Phone,Happy,Javier,1
INT311254,US00015935,Email,Very Happy,Javier,3
INT311255,US00015935,Email,Neutral,Ashley,3
INT311256,US00015935,Email,Very Unhappy,Kate,3
INT311257,US00015935,SMS,Very Unhappy,,1
INT311258,US00015935,Self-Service,Very Unhappy,,2
INT311259,US00015935,Self-Service,Very Happy,,2
INT311260,US00015935,Case,Happy,Javier,3
INT311261,US00015935,Case,Happy,Kate,3
INT311262,US00015935,Case,Happy,Kate,3
INT311263,US00015935,IVR,Neutral,,1
INT311264,US00015936,Phone,Very Happy,Kate,3
INT311265,US00015936,Phone,Very Unhappy,Javier,3
INT311266,US00015936,Phone,Very Happy,Javier,3
INT311267,US00015936,Email,Happy,Kate,1
INT311268,US00015936,SMS,Neutral,,2
INT311269,US00015936,SMS,Very Happy,,2
INT311270,US00015936,Self-Service,Happy,,1
INT311271,US00015936,Case,Neutral,Kate,2
INT311272,US00015936,Case,Very Happy,Ashley,2
INT311273,US00015936,IVR,Happy,,3
INT311274,US00015936,IVR,Happy,,3
INT311275,US00015936,IVR,Happy,,3
INT311276,US00015937,Phone,Neutral,Javier,1
INT311277,US00015937,Email,Very Unhappy,Javier,2
INT311278,US00015937,Email,Unhappy,Javier,2
INT311279,US00015937,SMS,Happy,,1
INT311280,US00015937,Self-Service,Very Happy,,3
INT311281,US00015937,Self-Service,Neutral,,3
INT311282,US00015937,Self-Service,Very Happy,,3
INT311283,US00015937,Case,Very Unhappy,Ashley,1
INT311284,US00015937,IVR,Happy,,3
INT311285,US00015937,IVR,Happy,,3
INT311286,US00015937,IVR,Unhappy,,3
INT311287,US00015938,Phone,Unhappy,Javier,3
INT311288,US00015938,Phone,Unhappy,Kate,3
INT311289,US00015938,Phone,Unhappy,Ashley,3
INT311290,US00015938,Email,Happy,Ashley,2
INT311291,US00015938,Email,Very Unhappy,Ashley,2
INT311292,US00015938,SMS,Happy,,2
INT311293,US00015938,SMS,Neutral,,2
INT311294,US00015938,Self-Service,Very Happy,,1
INT311295,US00015938,Case,Very Happy,Kate,3
INT311296,US00015938,Case,Neutral,Ashley,3
INT311297,US00015938,Case,Happy,Javier,3
INT311298,US00015938,IVR,Happy,,1
INT311299,US00015939,Phone,Unhappy,Ashley,1
INT311300,US00015939,Email,Neutral,Ashley,3
INT311301,US00015939,Email,Unhappy,Javier,3
INT311302,US00015939,Email,Unhappy,Javier,3
INT311303,US00015939,SMS,Very Happy,,2
INT311304,US00015939,SMS,Unhappy,,2
INT311305,US00015939,Self-Service,Unhappy,,3
INT311306,US00015939,Self-Service,Happy,,3
INT311307,US00015939,Self-Service,Neutral,,3
INT311308,US00015939,Case,Neutral,Javier,3
INT311309,US00015939,Case,Very Happy,Ashley,3
INT311310,US00015939,Case,Unhappy,Javier,3
INT311311,US00015939,IVR,Very Unhappy,,2
INT311312,US00015939,IVR,Neutral,,2
INT311313,US00015940,Phone,Very Unhappy,Kate,2
INT311314,US00015940,Phone,Unhappy,Kate,2
INT311315,US00015940,Email,Unhappy,Kate,2
INT311316,US00015940,Email,Very Happy,Javier,2
INT311317,US00015940,SMS,Unhappy,,3
INT311318,US00015940,SMS,Happy,,3
INT311319,US00015940,SMS,Neutral,,3
INT311320,US00015940,Self-Service,Happy,,2
INT311321,US00015940,Self-Service,Very Unhappy,,2
INT311322,US00015940,Case,Very Happy,Kate,3
INT311323,US00015940,Case,Very Happy,Javier,3
INT311324,US00015940,Case,Happy,Ashley,3
INT311325,US00015940,IVR,Very Happy,,2
INT311326,US00015940,IVR,Happy,,2
INT311327,US00015941,Phone,Very Happy,Javier,3
INT311328,US00015941,Phone,Neutral,Javier,3
INT311329,US00015941,Phone,Unhappy,Kate,3
INT311330,US00015941,Email,Very Happy,Ashley,2
INT311331,US00015941,Email,Happy,Kate,2
INT311332,US00015941,SMS,Very Unhappy,,2
INT311333,US00015941,SMS,Happy,,2
INT311334,US00015941,Self-Service,Neutral,,3
INT311335,US00015941,Self-Service,Very Happy,,3
INT311336,US00015941,Self-Service,Happy,,3
INT311337,US00015941,Case,Very Happy,Kate,1
INT311338,US00015941,IVR,Neutral,,3
INT311339,US00015941,IVR,Very Happy,,3
INT311340,US00015941,IVR,Very Happy,,3
INT311341,US00015942,Phone,Neutral,Javier,2
INT311342,US00015942,Phone,Very Happy,Kate,2
INT311343,US00015942,Email,Happy,Javier,1
INT311344,US00015942,SMS,Neutral,,2
INT311345,US00015942,SMS,Very Happy,,2
INT311346,US00015942,Self-Service,Very Happy,,2
INT311347,US00015942,Self-Service,Neutral,,2
INT311348,US00015942,Case,Very Happy,Ashley,3
INT311349,US00015942,Case,Unhappy,Javier,3
INT311350,US00015942,Case,Happy,Ashley,3
